,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
31,31,Papaya, 1, 20,2014-9-25
32,32,SavSav, 1, 24,2014-9-25
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 46,2014-10-25
1,1,Tomotto ottu, 1, 12,2014-10-25
2,2,Ladys Finger, 1, 10,2014-10-25
3,3,Snake Guard, 1, 14,2014-10-25
4,4,Bitter Gourd, 1, 28,2014-10-25
5,5,Bottle gourd, 1, 10,2014-10-25
6,6,Pumpkin, 1, 16,2014-10-25
7,7,Bean, 1, 44,2014-10-25
8,8,Cluster Beans, 1, 18,2014-10-25
9,9,Red Chilies, 1, 60,2014-10-25
10,10,Onion, 1, 34,2014-10-25
11,11,Pallari, 1, 25,2014-10-25
12,12,Ginger, 1, –,2014-10-25
13,13,Potato, 1, 42,2014-10-25
14,14,Radish, 1, 24,2014-10-25
15,15,Mango, 1, –,2014-10-25
16,16,Cabbage, 1, 16,2014-10-25
17,17,Carrot, 1, 40,2014-10-25
18,18,Beetroot, 1, 28,2014-10-25
19,19,Soybeans, 1, 70,2014-10-25
20,20,Drumstick beans, 1, 46,2014-10-25
21,21,butter beans, 1, –,2014-10-25
22,22,Banana nut, 1 piece, 4,2014-10-25
23,23,Banana stem, 1, 8,2014-10-25
24,24,Banana Flower, 1, 6,2014-10-25
25,25,Curry leaves, 1, 20,2014-10-25
26,26,Coriander leaves, 1, 50,2014-10-25
27,27,Mint, 1, 30,2014-10-25
28,28,Greens Leaves, 1, 10,2014-10-25
29,29,Garlic, 1, 100-160,2014-10-25
30,30,Button Mushrooms, 1, 180,2014-10-25
31,31,Papaya, 1, 16,2014-10-25
32,32,SavSav, 1, 20,2014-10-25
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 40,2014-11-25
1,1,Tomotto ottu, 1, 18,2014-11-25
2,2,Ladys Finger, 1, 26,2014-11-25
3,3,Snake Guard, 1, 24,2014-11-25
4,4,Bitter Gourd, 1, 28,2014-11-25
5,5,Bottle gourd, 1, 12,2014-11-25
6,6,Pumpkin, 1, 20,2014-11-25
7,7,Bean, 1, 50,2014-11-25
8,8,Cluster Beans, 1, 20,2014-11-25
9,9,Red Chilies, 1, 34,2014-11-25
10,10,Onion, 1, 32,2014-11-25
11,11,Pallari, 1, 28,2014-11-25
12,12,Ginger, 1, –,2014-11-25
13,13,Potato, 1, 40,2014-11-25
14,14,Radish, 1, 36,2014-11-25
15,15,Mango, 1, –,2014-11-25
16,16,Cabbage, 1, 24,2014-11-25
17,17,Carrot, 1, 38,2014-11-25
18,18,Beetroot, 1, 44,2014-11-25
19,19,Soybeans, 1, 60,2014-11-25
20,20,Drumstick beans, 1, 40,2014-11-25
21,21,butter beans, 1, –,2014-11-25
22,22,Banana nut, 1 piece, 4,2014-11-25
23,23,Banana stem, 1, 10,2014-11-25
24,24,Banana Flower, 1, 14,2014-11-25
25,25,Curry leaves, 1, 20,2014-11-25
26,26,Coriander leaves, 1, 30,2014-11-25
27,27,Mint, 1, 30,2014-11-25
28,28,Greens Leaves, 1, 12,2014-11-25
29,29,Garlic, 1, 80-160,2014-11-25
30,30,Button Mushrooms, 1, 190,2014-11-25
31,31,Papaya, 1, 20,2014-11-25
32,32,SavSav, 1, 30,2014-11-25
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 32,2014-8-26
1,1,Tomotto ottu, 1, 20,2014-8-26
2,2,Ladys Finger, 1, 16,2014-8-26
3,3,Snake Guard, 1, 18,2014-8-26
4,4,Bitter Gourd, 1, 30,2014-8-26
5,5,Bottle gourd, 1, 12,2014-8-26
6,6,Pumpkin, 1, 18,2014-8-26
7,7,Bean, 1, 28,2014-8-26
8,8,Cluster Beans, 1, 16,2014-8-26
9,9,Red Chilies, 1, 30,2014-8-26
10,10,Onion, 1, 30,2014-8-26
11,11,Pallari, 1, 28,2014-8-26
12,12,Ginger, 1, 130,2014-8-26
13,13,Potato, 1, 34,2014-8-26
14,14,Radish, 1, 12,2014-8-26
15,15,Mango, 1, –,2014-8-26
16,16,Cabbage, 1, 18,2014-8-26
17,17,Carrot, 1, 30,2014-8-26
18,18,Beetroot, 1, 34,2014-8-26
19,19,Soybeans, 1, 60,2014-8-26
20,20,Drumstick beans, 1, 48,2014-8-26
21,21,butter beans, 1, –,2014-8-26
22,22,Banana nut, 1 piece, 3,2014-8-26
23,23,Banana stem, 1, 8,2014-8-26
24,24,Banana Flower, 1, 10,2014-8-26
25,25,Curry leaves, 1, 20,2014-8-26
26,26,Coriander leaves, 1, 10,2014-8-26
27,27,Mint, 1, 10,2014-8-26
28,28,Greens Leaves, 1, 10,2014-8-26
29,29,Garlic, 1, 120-140,2014-8-26
30,30,Button Mushrooms, 1, 198,2014-8-26
31,31,Papaya, 1, 20,2014-8-26
32,32,SavSav, 1, 26,2014-8-26
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 32,2014-9-26
1,1,Tomotto ottu, 1, 15,2014-9-26
2,2,Ladys Finger, 1, 14,2014-9-26
3,3,Snake Guard, 1, 16,2014-9-26
4,4,Bitter Gourd, 1, 30,2014-9-26
5,5,Bottle gourd, 1, 8,2014-9-26
6,6,Pumpkin, 1, 16,2014-9-26
7,7,Bean, 1, 32,2014-9-26
8,8,Cluster Beans, 1, 18,2014-9-26
9,9,Red Chilies, 1, 26,2014-9-26
10,10,Onion, 1, 28,2014-9-26
11,11,Pallari, 1, 22,2014-9-26
12,12,Ginger, 1, –,2014-9-26
13,13,Potato, 1, 40,2014-9-26
14,14,Radish, 1, 12,2014-9-26
15,15,Mango, 1, –,2014-9-26
16,16,Cabbage, 1, 16,2014-9-26
17,17,Carrot, 1, 46,2014-9-26
18,18,Beetroot, 1, 20,2014-9-26
19,19,Soybeans, 1, 80,2014-9-26
20,20,Drumstick beans, 1, 30,2014-9-26
21,21,butter beans, 1, –,2014-9-26
22,22,Banana nut, 1 piece, 4,2014-9-26
23,23,Banana stem, 1, 8,2014-9-26
24,24,Banana Flower, 1, 6,2014-9-26
25,25,Curry leaves, 1, 15,2014-9-26
26,26,Coriander leaves, 1, 20,2014-9-26
27,27,Mint, 1, 25,2014-9-26
28,28,Greens Leaves, 1, 10,2014-9-26
29,29,Garlic, 1, 100-160,2014-9-26
30,30,Button Mushrooms, 1, 180,2014-9-26
31,31,Papaya, 1, 24,2014-9-26
32,32,SavSav, 1, 26,2014-9-26
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 50,2014-10-26
1,1,Tomotto ottu, 1, 13,2014-10-26
2,2,Ladys Finger, 1, 16,2014-10-26
3,3,Snake Guard, 1, 18,2014-10-26
4,4,Bitter Gourd, 1, 24,2014-10-26
5,5,Bottle gourd, 1, 10,2014-10-26
6,6,Pumpkin, 1, 16,2014-10-26
7,7,Bean, 1, 38,2014-10-26
8,8,Cluster Beans, 1, 18,2014-10-26
9,9,Red Chilies, 1, 40,2014-10-26
10,10,Onion, 1, 34,2014-10-26
11,11,Pallari, 1, 24,2014-10-26
12,12,Ginger, 1, –,2014-10-26
13,13,Potato, 1, 40,2014-10-26
14,14,Radish, 1, 18,2014-10-26
15,15,Mango, 1, –,2014-10-26
16,16,Cabbage, 1, 18,2014-10-26
17,17,Carrot, 1, 38,2014-10-26
18,18,Beetroot, 1, 24,2014-10-26
19,19,Soybeans, 1, 70,2014-10-26
20,20,Drumstick beans, 1, 36,2014-10-26
21,21,butter beans, 1, –,2014-10-26
22,22,Banana nut, 1 piece, 4,2014-10-26
23,23,Banana stem, 1, 7,2014-10-26
24,24,Banana Flower, 1, 8,2014-10-26
25,25,Curry leaves, 1, 15,2014-10-26
26,26,Coriander leaves, 1, 50,2014-10-26
27,27,Mint, 1, 30,2014-10-26
28,28,Greens Leaves, 1, 10,2014-10-26
29,29,Garlic, 1, 120-140,2014-10-26
30,30,Button Mushrooms, 1, 196,2014-10-26
31,31,Papaya, 1, 20,2014-10-26
32,32,SavSav, 1, 20,2014-10-26
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 44,2014-11-26
1,1,Tomotto ottu, 1, 14,2014-11-26
2,2,Ladys Finger, 1, 26,2014-11-26
3,3,Snake Guard, 1, 24,2014-11-26
4,4,Bitter Gourd, 1, 28,2014-11-26
5,5,Bottle gourd, 1, 12,2014-11-26
6,6,Pumpkin, 1, 18,2014-11-26
7,7,Bean, 1, 40,2014-11-26
8,8,Cluster Beans, 1, 20,2014-11-26
9,9,Red Chilies, 1, 38,2014-11-26
10,10,Onion, 1, 32,2014-11-26
11,11,Pallari, 1, 24,2014-11-26
12,12,Ginger, 1, –,2014-11-26
13,13,Potato, 1, 38,2014-11-26
14,14,Radish, 1, 30,2014-11-26
15,15,Mango, 1, –,2014-11-26
16,16,Cabbage, 1, 24,2014-11-26
17,17,Carrot, 1, 36,2014-11-26
18,18,Beetroot, 1, 40,2014-11-26
19,19,Soybeans, 1, 60,2014-11-26
20,20,Drumstick beans, 1, 38,2014-11-26
21,21,butter beans, 1, –,2014-11-26
22,22,Banana nut, 1 piece, 4,2014-11-26
23,23,Banana stem, 1, 7,2014-11-26
24,24,Banana Flower, 1, 12,2014-11-26
25,25,Curry leaves, 1, 15,2014-11-26
26,26,Coriander leaves, 1, 30,2014-11-26
27,27,Mint, 1, 30,2014-11-26
28,28,Greens Leaves, 1, 10,2014-11-26
29,29,Garlic, 1, 120-140,2014-11-26
30,30,Button Mushrooms, 1, 194,2014-11-26
31,31,Papaya, 1, 20,2014-11-26
32,32,SavSav, 1, 30,2014-11-26
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 32,2014-12-26
1,1,Tomotto ottu, 1, 14,2014-12-26
2,2,Ladys Finger, 1, 30,2014-12-26
3,3,Snake Guard, 1, 16,2014-12-26
4,4,Bitter Gourd, 1, 26,2014-12-26
5,5,Bottle gourd, 1, 10,2014-12-26
6,6,Pumpkin, 1, 16,2014-12-26
7,7,Bean, 1, 30,2014-12-26
8,8,Cluster Beans, 1, 16,2014-12-26
9,9,Red Chilies, 1, 40,2014-12-26
10,10,Onion, 1, 34,2014-12-26
11,11,Pallari, 1, 30,2014-12-26
12,12,Ginger, 1, –,2014-12-26
13,13,Potato, 1, 30,2014-12-26
14,14,Radish, 1, 20,2014-12-26
15,15,Mango, 1, –,2014-12-26
16,16,Cabbage, 1, 26,2014-12-26
17,17,Carrot, 1, 31,2014-12-26
18,18,Beetroot, 1, 26,2014-12-26
19,19,Soybeans, 1, 80,2014-12-26
20,20,Drumstick beans, 1, 36,2014-12-26
21,21,butter beans, 1, –,2014-12-26
22,22,Banana nut, 1 piece, 4,2014-12-26
23,23,Banana stem, 1, 10,2014-12-26
24,24,Banana Flower, 1, 14,2014-12-26
25,25,Curry leaves, 1, 20,2014-12-26
26,26,Coriander leaves, 1, 20,2014-12-26
27,27,Mint, 1, 25,2014-12-26
28,28,Greens Leaves, 1, 10,2014-12-26
29,29,Garlic, 1, 80-160,2014-12-26
30,30,Button Mushrooms, 1, 180,2014-12-26
31,31,Papaya, 1, 20,2014-12-26
32,32,SavSav, 1, 24,2014-12-26
33,33,Sapotta, 1, 20,2014-12-26
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 34,2014-8-27
1,1,Tomotto ottu, 1, 20,2014-8-27
2,2,Ladys Finger, 1, 16,2014-8-27
3,3,Snake Guard, 1, 18,2014-8-27
4,4,Bitter Gourd, 1, 40,2014-8-27
5,5,Bottle gourd, 1, 12,2014-8-27
6,6,Pumpkin, 1, 18,2014-8-27
7,7,Bean, 1, 30,2014-8-27
8,8,Cluster Beans, 1, 18,2014-8-27
9,9,Red Chilies, 1, 30,2014-8-27
10,10,Onion, 1, 30,2014-8-27
11,11,Pallari, 1, 28,2014-8-27
12,12,Ginger, 1, 130,2014-8-27
13,13,Potato, 1, 38,2014-8-27
14,14,Radish, 1, 14,2014-8-27
15,15,Mango, 1, –,2014-8-27
16,16,Cabbage, 1, 20,2014-8-27
17,17,Carrot, 1, 30,2014-8-27
18,18,Beetroot, 1, 34,2014-8-27
19,19,Soybeans, 1, 60,2014-8-27
20,20,Drumstick beans, 1, 46,2014-8-27
21,21,butter beans, 1, –,2014-8-27
22,22,Banana nut, 1 piece, 3,2014-8-27
23,23,Banana stem, 1, 8,2014-8-27
24,24,Banana Flower, 1, 8,2014-8-27
25,25,Curry leaves, 1, 30,2014-8-27
26,26,Coriander leaves, 1, 30,2014-8-27
27,27,Mint, 1, 30,2014-8-27
28,28,Greens Leaves, 1, 10,2014-8-27
29,29,Garlic, 1, 120-140,2014-8-27
30,30,Button Mushrooms, 1, 196,2014-8-27
31,31,Papaya, 1, 20,2014-8-27
32,32,SavSav, 1, 26,2014-8-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 32,2014-9-27
1,1,Tomotto ottu, 1, 15,2014-9-27
2,2,Ladys Finger, 1, 14,2014-9-27
3,3,Snake Guard, 1, 16,2014-9-27
4,4,Bitter Gourd, 1, 30,2014-9-27
5,5,Bottle gourd, 1, 8,2014-9-27
6,6,Pumpkin, 1, 16,2014-9-27
7,7,Bean, 1, 32,2014-9-27
8,8,Cluster Beans, 1, 18,2014-9-27
9,9,Red Chilies, 1, 26,2014-9-27
10,10,Onion, 1, 28,2014-9-27
11,11,Pallari, 1, 22,2014-9-27
12,12,Ginger, 1, –,2014-9-27
13,13,Potato, 1, 40,2014-9-27
14,14,Radish, 1, 12,2014-9-27
15,15,Mango, 1, –,2014-9-27
16,16,Cabbage, 1, 16,2014-9-27
17,17,Carrot, 1, 46,2014-9-27
18,18,Beetroot, 1, 20,2014-9-27
19,19,Soybeans, 1, 80,2014-9-27
20,20,Drumstick beans, 1, 30,2014-9-27
21,21,butter beans, 1, –,2014-9-27
22,22,Banana nut, 1 piece, 4,2014-9-27
23,23,Banana stem, 1, 8,2014-9-27
24,24,Banana Flower, 1, 6,2014-9-27
25,25,Curry leaves, 1, 15,2014-9-27
26,26,Coriander leaves, 1, 20,2014-9-27
27,27,Mint, 1, 25,2014-9-27
28,28,Greens Leaves, 1, 10,2014-9-27
29,29,Garlic, 1, 100-160,2014-9-27
30,30,Button Mushrooms, 1, 180,2014-9-27
31,31,Papaya, 1, 24,2014-9-27
32,32,SavSav, 1, 26,2014-9-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 48,2014-10-27
1,1,Tomotto ottu, 1, 14,2014-10-27
2,2,Ladys Finger, 1, 16,2014-10-27
3,3,Snake Guard, 1, 14,2014-10-27
4,4,Bitter Gourd, 1, 26,2014-10-27
5,5,Bottle gourd, 1, 10,2014-10-27
6,6,Pumpkin, 1, 16,2014-10-27
7,7,Bean, 1, 44,2014-10-27
8,8,Cluster Beans, 1, 14,2014-10-27
9,9,Red Chilies, 1, 40,2014-10-27
10,10,Onion, 1, 34,2014-10-27
11,11,Pallari, 1, 24,2014-10-27
12,12,Ginger, 1, –,2014-10-27
13,13,Potato, 1, 44,2014-10-27
14,14,Radish, 1, 24,2014-10-27
15,15,Mango, 1, –,2014-10-27
16,16,Cabbage, 1, 16,2014-10-27
17,17,Carrot, 1, 40,2014-10-27
18,18,Beetroot, 1, 26,2014-10-27
19,19,Soybeans, 1, 64,2014-10-27
20,20,Drumstick beans, 1, 40,2014-10-27
21,21,butter beans, 1, –,2014-10-27
22,22,Banana nut, 1 piece, 4,2014-10-27
23,23,Banana stem, 1, 8,2014-10-27
24,24,Banana Flower, 1, 5,2014-10-27
25,25,Curry leaves, 1, 20,2014-10-27
26,26,Coriander leaves, 1, 50,2014-10-27
27,27,Mint, 1, 30,2014-10-27
28,28,Greens Leaves, 1, 10,2014-10-27
29,29,Garlic, 1, 100-160,2014-10-27
30,30,Button Mushrooms, 1, 180,2014-10-27
31,31,Papaya, 1, 16,2014-10-27
32,32,SavSav, 1, 20,2014-10-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 50,2014-11-27
1,1,Tomotto ottu, 1, 16,2014-11-27
2,2,Ladys Finger, 1, 30,2014-11-27
3,3,Snake Guard, 1, 26,2014-11-27
4,4,Bitter Gourd, 1, 32,2014-11-27
5,5,Bottle gourd, 1, 12,2014-11-27
6,6,Pumpkin, 1, 20,2014-11-27
7,7,Bean, 1, 60,2014-11-27
8,8,Cluster Beans, 1, 18,2014-11-27
9,9,Red Chilies, 1, 38,2014-11-27
10,10,Onion, 1, 32,2014-11-27
11,11,Pallari, 1, 28,2014-11-27
12,12,Ginger, 1, –,2014-11-27
13,13,Potato, 1, 38,2014-11-27
14,14,Radish, 1, 40,2014-11-27
15,15,Mango, 1, –,2014-11-27
16,16,Cabbage, 1, 24,2014-11-27
17,17,Carrot, 1, 36,2014-11-27
18,18,Beetroot, 1, 44,2014-11-27
19,19,Soybeans, 1, 76,2014-11-27
20,20,Drumstick beans, 1, 46,2014-11-27
21,21,butter beans, 1, –,2014-11-27
22,22,Banana nut, 1 piece, 4,2014-11-27
23,23,Banana stem, 1, 8,2014-11-27
24,24,Banana Flower, 1, 14,2014-11-27
25,25,Curry leaves, 1, 20,2014-11-27
26,26,Coriander leaves, 1, 30,2014-11-27
27,27,Mint, 1, 30,2014-11-27
28,28,Greens Leaves, 1, 12,2014-11-27
29,29,Garlic, 1, 80-170,2014-11-27
30,30,Button Mushrooms, 1, 194,2014-11-27
31,31,Papaya, 1, 20,2014-11-27
32,32,SavSav, 1, 30,2014-11-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 30,2014-12-27
1,1,Tomotto ottu, 1, 14,2014-12-27
2,2,Ladys Finger, 1, 26,2014-12-27
3,3,Snake Guard, 1, 16,2014-12-27
4,4,Bitter Gourd, 1, 26,2014-12-27
5,5,Bottle gourd, 1, 10,2014-12-27
6,6,Pumpkin, 1, 16,2014-12-27
7,7,Bean, 1, 20,2014-12-27
8,8,Cluster Beans, 1, 16,2014-12-27
9,9,Red Chilies, 1, 40,2014-12-27
10,10,Onion, 1, 30,2014-12-27
11,11,Pallari, 1, 30,2014-12-27
12,12,Ginger, 1, –,2014-12-27
13,13,Potato, 1, 30,2014-12-27
14,14,Radish, 1, 16,2014-12-27
15,15,Mango, 1, –,2014-12-27
16,16,Cabbage, 1, 24,2014-12-27
17,17,Carrot, 1, 26,2014-12-27
18,18,Beetroot, 1, 30,2014-12-27
19,19,Soybeans, 1, 80,2014-12-27
20,20,Drumstick beans, 1, 36,2014-12-27
21,21,butter beans, 1, –,2014-12-27
22,22,Banana nut, 1 piece, 4,2014-12-27
23,23,Banana stem, 1, 10,2014-12-27
24,24,Banana Flower, 1, 6,2014-12-27
25,25,Curry leaves, 1, 25,2014-12-27
26,26,Coriander leaves, 1, 20,2014-12-27
27,27,Mint, 1, 25,2014-12-27
28,28,Greens Leaves, 1, 10,2014-12-27
29,29,Garlic, 1, 80-160,2014-12-27
30,30,Button Mushrooms, 1, 180,2014-12-27
31,31,Papaya, 1, 20,2014-12-27
32,32,SavSav, 1, 26,2014-12-27
33,33,Sapotta, 1, 20,2014-12-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 36,2014-8-28
1,1,Tomotto ottu, 1, 24,2014-8-28
2,2,Ladys Finger, 1, 18,2014-8-28
3,3,Snake Guard, 1, 16,2014-8-28
4,4,Bitter Gourd, 1, 40,2014-8-28
5,5,Bottle gourd, 1, 12,2014-8-28
6,6,Pumpkin, 1, 16,2014-8-28
7,7,Bean, 1, 26,2014-8-28
8,8,Cluster Beans, 1, 22,2014-8-28
9,9,Red Chilies, 1, 20,2014-8-28
10,10,Onion, 1, 30,2014-8-28
11,11,Pallari, 1, 28,2014-8-28
12,12,Ginger, 1, 100,2014-8-28
13,13,Potato, 1, 40,2014-8-28
14,14,Radish, 1, 12,2014-8-28
15,15,Mango, 1, –,2014-8-28
16,16,Cabbage, 1, 20,2014-8-28
17,17,Carrot, 1, 34,2014-8-28
18,18,Beetroot, 1, 36,2014-8-28
19,19,Soybeans, 1, 70,2014-8-28
20,20,Drumstick beans, 1, 54,2014-8-28
21,21,butter beans, 1, –,2014-8-28
22,22,Banana nut, 1 piece, 4,2014-8-28
23,23,Banana stem, 1, 8,2014-8-28
24,24,Banana Flower, 1, 8,2014-8-28
25,25,Curry leaves, 1, 20,2014-8-28
26,26,Coriander leaves, 1, 30,2014-8-28
27,27,Mint, 1, 30,2014-8-28
28,28,Greens Leaves, 1, 8,2014-8-28
29,29,Garlic, 1, 120-140,2014-8-28
30,30,Button Mushrooms, 1, 196,2014-8-28
31,31,Papaya, 1, 20,2014-8-28
32,32,SavSav, 1, 26,2014-8-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 32,2014-9-28
1,1,Tomotto ottu, 1, 15,2014-9-28
2,2,Ladys Finger, 1, 14,2014-9-28
3,3,Snake Guard, 1, 16,2014-9-28
4,4,Bitter Gourd, 1, 30,2014-9-28
5,5,Bottle gourd, 1, 8,2014-9-28
6,6,Pumpkin, 1, 16,2014-9-28
7,7,Bean, 1, 32,2014-9-28
8,8,Cluster Beans, 1, 18,2014-9-28
9,9,Red Chilies, 1, 26,2014-9-28
10,10,Onion, 1, 28,2014-9-28
11,11,Pallari, 1, 22,2014-9-28
12,12,Ginger, 1, –,2014-9-28
13,13,Potato, 1, 40,2014-9-28
14,14,Radish, 1, 12,2014-9-28
15,15,Mango, 1, –,2014-9-28
16,16,Cabbage, 1, 16,2014-9-28
17,17,Carrot, 1, 46,2014-9-28
18,18,Beetroot, 1, 20,2014-9-28
19,19,Soybeans, 1, 80,2014-9-28
20,20,Drumstick beans, 1, 30,2014-9-28
21,21,butter beans, 1, –,2014-9-28
22,22,Banana nut, 1 piece, 4,2014-9-28
23,23,Banana stem, 1, 8,2014-9-28
24,24,Banana Flower, 1, 6,2014-9-28
25,25,Curry leaves, 1, 15,2014-9-28
26,26,Coriander leaves, 1, 20,2014-9-28
27,27,Mint, 1, 25,2014-9-28
28,28,Greens Leaves, 1, 10,2014-9-28
29,29,Garlic, 1, 100-160,2014-9-28
30,30,Button Mushrooms, 1, 180,2014-9-28
31,31,Papaya, 1, 24,2014-9-28
32,32,SavSav, 1, 26,2014-9-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 46,2014-10-28
1,1,Tomotto ottu, 1, 14,2014-10-28
2,2,Ladys Finger, 1, 10,2014-10-28
3,3,Snake Guard, 1, 16,2014-10-28
4,4,Bitter Gourd, 1, 18,2014-10-28
5,5,Bottle gourd, 1, 8,2014-10-28
6,6,Pumpkin, 1, 16,2014-10-28
7,7,Bean, 1, 38,2014-10-28
8,8,Cluster Beans, 1, 16,2014-10-28
9,9,Red Chilies, 1, 38,2014-10-28
10,10,Onion, 1, 36,2014-10-28
11,11,Pallari, 1, 24,2014-10-28
12,12,Ginger, 1, –,2014-10-28
13,13,Potato, 1, 40,2014-10-28
14,14,Radish, 1, 20,2014-10-28
15,15,Mango, 1, –,2014-10-28
16,16,Cabbage, 1, 12,2014-10-28
17,17,Carrot, 1, 40,2014-10-28
18,18,Beetroot, 1, 24,2014-10-28
19,19,Soybeans, 1, 60,2014-10-28
20,20,Drumstick beans, 1, 36,2014-10-28
21,21,butter beans, 1, –,2014-10-28
22,22,Banana nut, 1 piece, 4,2014-10-28
23,23,Banana stem, 1, 7,2014-10-28
24,24,Banana Flower, 1, 10,2014-10-28
25,25,Curry leaves, 1, 20,2014-10-28
26,26,Coriander leaves, 1, 50,2014-10-28
27,27,Mint, 1, 30,2014-10-28
28,28,Greens Leaves, 1, 10,2014-10-28
29,29,Garlic, 1, 140-150,2014-10-28
30,30,Button Mushrooms, 1, 196,2014-10-28
31,31,Papaya, 1, 20,2014-10-28
32,32,SavSav, 1, 18,2014-10-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 44,2014-11-28
1,1,Tomotto ottu, 1, 16,2014-11-28
2,2,Ladys Finger, 1, 32,2014-11-28
3,3,Snake Guard, 1, 26,2014-11-28
4,4,Bitter Gourd, 1, 32,2014-11-28
5,5,Bottle gourd, 1, 12,2014-11-28
6,6,Pumpkin, 1, 20,2014-11-28
7,7,Bean, 1, 60,2014-11-28
8,8,Cluster Beans, 1, 20,2014-11-28
9,9,Red Chilies, 1, 38,2014-11-28
10,10,Onion, 1, 32,2014-11-28
11,11,Pallari, 1, 28,2014-11-28
12,12,Ginger, 1, –,2014-11-28
13,13,Potato, 1, 38,2014-11-28
14,14,Radish, 1, 40,2014-11-28
15,15,Mango, 1, –,2014-11-28
16,16,Cabbage, 1, 24,2014-11-28
17,17,Carrot, 1, 36,2014-11-28
18,18,Beetroot, 1, 44,2014-11-28
19,19,Soybeans, 1, 76,2014-11-28
20,20,Drumstick beans, 1, 46,2014-11-28
21,21,butter beans, 1, –,2014-11-28
22,22,Banana nut, 1 piece, 4,2014-11-28
23,23,Banana stem, 1, 10,2014-11-28
24,24,Banana Flower, 1, 14,2014-11-28
25,25,Curry leaves, 1, 20,2014-11-28
26,26,Coriander leaves, 1, 30,2014-11-28
27,27,Mint, 1, 30,2014-11-28
28,28,Greens Leaves, 1, 12,2014-11-28
29,29,Garlic, 1, 80-170,2014-11-28
30,30,Button Mushrooms, 1, 194,2014-11-28
31,31,Papaya, 1, 20,2014-11-28
32,32,SavSav, 1, 30,2014-11-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 30,2014-12-28
1,1,Tomotto ottu, 1, 14,2014-12-28
2,2,Ladys Finger, 1, 26,2014-12-28
3,3,Snake Guard, 1, 16,2014-12-28
4,4,Bitter Gourd, 1, 26,2014-12-28
5,5,Bottle gourd, 1, 10,2014-12-28
6,6,Pumpkin, 1, 16,2014-12-28
7,7,Bean, 1, 20,2014-12-28
8,8,Cluster Beans, 1, 16,2014-12-28
9,9,Red Chilies, 1, 40,2014-12-28
10,10,Onion, 1, 30,2014-12-28
11,11,Pallari, 1, 30,2014-12-28
12,12,Ginger, 1, –,2014-12-28
13,13,Potato, 1, 30,2014-12-28
14,14,Radish, 1, 16,2014-12-28
15,15,Mango, 1, –,2014-12-28
16,16,Cabbage, 1, 24,2014-12-28
17,17,Carrot, 1, 26,2014-12-28
18,18,Beetroot, 1, 30,2014-12-28
19,19,Soybeans, 1, 80,2014-12-28
20,20,Drumstick beans, 1, 36,2014-12-28
21,21,butter beans, 1, –,2014-12-28
22,22,Banana nut, 1 piece, 4,2014-12-28
23,23,Banana stem, 1, 10,2014-12-28
24,24,Banana Flower, 1, 6,2014-12-28
25,25,Curry leaves, 1, 25,2014-12-28
26,26,Coriander leaves, 1, 20,2014-12-28
27,27,Mint, 1, 25,2014-12-28
28,28,Greens Leaves, 1, 10,2014-12-28
29,29,Garlic, 1, 80-160,2014-12-28
30,30,Button Mushrooms, 1, 180,2014-12-28
31,31,Papaya, 1, 20,2014-12-28
32,32,SavSav, 1, 26,2014-12-28
33,33,Sapotta, 1, 20,2014-12-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 32,2014-8-29
1,1,Tomotto ottu, 1, 24,2014-8-29
2,2,Ladys Finger, 1, 20,2014-8-29
