,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-15
9,9,9,Vendai Kai/Lady Finger, 1, 26,2017-7-2
10,10,10,Maram Murungai, 1, 29,2017-7-2
11,11,11,Chedi Murungai, 1, 18,2017-7-2
12,12,12,Avarai Ottu, 1, 35 to 45,2017-7-2
13,13,13,Pachai Payaru, 1, 30,2017-7-2
14,14,14,Vellai Payaru, 1, 25,2017-7-2
15,15,15,Suraikai, 1, 10,2017-7-2
16,16,16,Beetroot, 1, 22,2017-7-2
17,17,17,Sunami Sambar, 1, 15,2017-7-2
18,18,18,Pusanikai, 1, 6,2017-7-2
19,19,19,Kalla Manga/Mango, 1, 32,2017-7-2
20,20,20,Orutu Manga/Mango, 1, 25,2017-7-2
21,21,21,Potato 1st Quality, 1, 12 to 15,2017-7-2
22,22,22,Potato 2nd Quality, 1, 10,2017-7-2
23,23,23,Coconut 1st Quality, –, 28 to 29,2017-7-2
24,24,24,Coconut 2nd Quality, –, 25 to 24,2017-7-2
25,25,25,Green Chilli, 1, 45 to 75,2017-7-2
26,26,26,Cauliflower 1st Quality, –, 30 to 35,2017-7-2
27,27,27,Cauliflower 2nd Quality, –, 25 to 30,2017-7-2
28,28,28,Katharikai Pachai, 1, 25 to 30,2017-7-2
29,29,29,Katharikai ootha, 1, 15,2017-7-2
30,30,30,Valai Thar, –, 28 to 32,2017-7-2
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-7-2
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 16,2017-7-2
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 10,2017-7-2
34,34,34,Kothamalli 1st Quality, 1 kattu, 25,2017-7-2
35,35,35,Kothamalli 2nd Quality, 1 kattu, 20,2017-7-2
36,36,36,Mullangi 1st Quality, 1, 25 to 30,2017-7-2
37,37,37,Mullangi 2nd Quality, 1, 20 to 25,2017-7-2
38,38,38,Inji/Ginger, 1, 40 to 45,2017-7-2
39,39,39,Butter Beans, 1, 80 to 90,2017-7-2
40,40,40,Mutta Kose, 1, 10,2017-7-2
41,41,41,Pachai Pattani, 1, 90 to 100,2017-7-2
42,42,42,Pakarkai, 1, 26,2017-7-2
43,43,43,Nookal, 1, 60,2017-7-2
44,44,44,Chaw Chaw, 1, 15,2017-7-2
45,45,45,Kovakkai, 1, 18,2017-7-2
46,46,46,Kothavarangai, 1, 25,2017-7-2
47,47,47,Nellikai, 1, 45,2017-7-2
48,48,48,Narthangai, 1, 50,2017-7-2
49,49,49,Vellarikai, 1, 20,2017-7-2
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,Lemon, 1, 40 to 50,2017-8-2
1,1,1,1,Tomato/Thakkali 1st Quality, 1, 45 to 50,2017-8-2
2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 40 to 45,2017-8-2
3,3,3,3,Small Onion, 1, 60 to 65,2017-8-2
4,4,4,4,Bellary (Big Onion), 1, 28 to 30,2017-8-2
5,5,5,5,Beans 1st Quality, –, 40 to 50,2017-8-2
6,6,6,6,Beans 2nd Quality, 1, 35 to 45,2017-8-2
7,7,7,7,Carrot 1st Quality, 1, 35 to 40,2017-8-2
8,8,8,8,Carrot 2nd Quality, 1, 30 ro 35,2017-8-2
9,9,9,9,Vendai Kai/Lady Finger, 1, 18 to 20,2017-8-2
10,10,10,10,Maram Murungai, 1, 18,2017-8-2
11,11,11,11,Chedi Murungai, 1, 19,2017-8-2
12,12,12,12,Avarai Ottu, 1, 45,2017-8-2
13,13,13,13,Pachai Payaru, 1, 25,2017-8-2
14,14,14,14,Vellai Payaru, 1, 30,2017-8-2
15,15,15,15,Suraikai, 1, 4,2017-8-2
16,16,16,16,Beetroot, 1, 25,2017-8-2
17,17,17,17,Sunami Sambar, 1, 10,2017-8-2
18,18,18,18,Pusanikai, 1, 12,2017-8-2
19,19,19,19,Kalla Manga/Mango, 1, 60,2017-8-2
20,20,20,20,Orutu Manga/Mango, 1, 50 to 80,2017-8-2
21,21,21,21,Potato 1st Quality, 1, 17 to 20,2017-8-2
22,22,22,22,Potato 2nd Quality, 1, 10,2017-8-2
23,23,23,23,Coconut 1st Quality, –, 30,2017-8-2
24,24,24,24,Coconut 2nd Quality, –, 25,2017-8-2
25,25,25,25,Green Chilli, 1, 35 to 45,2017-8-2
26,26,26,26,Cauliflower 1st Quality, –, 30 to 40,2017-8-2
27,27,27,27,Cauliflower 2nd Quality, –, 20 to 25,2017-8-2
28,28,28,28,Katharikai Pachai, 1, 25,2017-8-2
29,29,29,29,Katharikai ootha, 1, 20,2017-8-2
30,30,30,30,Valai Thar, –, 30 to 32,2017-8-2
31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-8-2
32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 10,2017-8-2
33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-8-2
34,34,34,34,Kothamalli 1st Quality, 1 kattu, 20 to 25,2017-8-2
35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 15 to 20,2017-8-2
36,36,36,36,Mullangi 1st Quality, 1, 20 to 25,2017-8-2
37,37,37,37,Mullangi 2nd Quality, 1, 15,2017-8-2
38,38,38,38,Inji/Ginger, 1, 35 to 40,2017-8-2
39,39,39,39,Butter Beans, 1, 80,2017-8-2
40,40,40,40,Mutta Kose, 1, 12 to 15,2017-8-2
41,41,41,41,Pachai Pattani, 1, 80,2017-8-2
42,42,42,42,Pakarkai, 1, 26,2017-8-2
43,43,43,43,Nookal, 1, 40,2017-8-2
44,44,44,44,Chaw Chaw, 1, 15,2017-8-2
45,45,45,45,Kovakkai, 1, 20,2017-8-2
46,46,46,46,Kothavarangai, 1, 25,2017-8-2
47,47,47,47,Nellikai, 1, 40,2017-8-2
48,48,48,48,Narthangai, 1, 40,2017-8-2
49,49,49,49,Vellarikai, 1, 20,2017-8-2
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 45 to 50,2017-9-2
1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-9-2
2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-9-2
3,3,3,Small Onion, 1, 70 to 80,2017-9-2
4,4,4,Bellary (Big Onion), 1, 20 to 25,2017-9-2
5,5,5,Beans 1st Quality, –, 60 to 70,2017-9-2
6,6,6,Beans 2nd Quality, 1, 55 to 65,2017-9-2
7,7,7,Carrot 1st Quality, 1, 35 to 40,2017-9-2
8,8,8,Carrot 2nd Quality, 1, 30 to 35,2017-9-2
9,9,9,Vendai Kai/Lady Finger, 1, 14,2017-9-2
10,10,10,Maram Murungai, 1, 85,2017-9-2
11,11,11,Chedi Murungai, 1, 70,2017-9-2
12,12,12,Avarai Ottu, 1, 60 to 70,2017-9-2
13,13,13,Pachai Payaru, 1, 35,2017-9-2
14,14,14,Vellai Payaru, 1, 28,2017-9-2
15,15,15,Suraikai, 1, 3,2017-9-2
16,16,16,Beetroot, 1, 15 to 20,2017-9-2
17,17,17,Sunami Sambar, 1, 5,2017-9-2
18,18,18,Pusanikai, 1, 12,2017-9-2
19,19,19,Kalla Manga/Mango, 1, 40,2017-9-2
20,20,20,Orutu Manga/Mango, 1, 30,2017-9-2
21,21,21,Potato 1st Quality, 1, 15 to 20,2017-9-2
22,22,22,Potato 2nd Quality, 1, 10,2017-9-2
23,23,23,Coconut 1st Quality, –, 42 to 45,2017-9-2
24,24,24,Coconut 2nd Quality, –, 37 to 40,2017-9-2
25,25,25,Green Chilli, 1, 15 to 18,2017-9-2
26,26,26,Cauliflower 1st Quality, –, 20,2017-9-2
27,27,27,Cauliflower 2nd Quality, –, 15,2017-9-2
28,28,28,Katharikai Pachai, 1, 40,2017-9-2
29,29,29,Katharikai ootha, 1, 30,2017-9-2
30,30,30,Valai Thar, –, 26 to 28,2017-9-2
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-9-2
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 8 to 10,2017-9-2
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-9-2
34,34,34,Kothamalli 1st Quality, 1 kattu, 110,2017-9-2
35,35,35,Kothamalli 2nd Quality, 1 kattu, 100,2017-9-2
36,36,36,Mullangi 1st Quality, 1, 15 to 20,2017-9-2
37,37,37,Mullangi 2nd Quality, 1, 15,2017-9-2
38,38,38,Inji/Ginger, 1, 50 to 55,2017-9-2
39,39,39,Butter Beans, 1, 140,2017-9-2
40,40,40,Mutta Kose, 1, 15 to 20,2017-9-2
41,41,41,Pachai Pattani, 1, 120,2017-9-2
42,42,42,Pakarkai, 1, 20 to 25,2017-9-2
43,43,43,Nookal, 1, 40,2017-9-2
44,44,44,Chaw Chaw, 1, 15 to 20,2017-9-2
45,45,45,Kovakkai, 1, 15,2017-9-2
46,46,46,Kothavarangai, 1, 25,2017-9-2
47,47,47,Nellikai, 1, 30 to 35,2017-9-2
48,48,48,Narthangai, 1, 30,2017-9-2
49,49,49,Vellarikai, 1, 15,2017-9-2
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon, 1, 50 to 70,2017-10-23
1,1,Tomato/Thakkali 1st Quality, 1, 30 to 40,2017-10-23
2,2,Tomato/Thakkali 2nd Quality, 1, 25 to 35,2017-10-23
3,3,Small Onion, 1, 80 to 110,2017-10-23
4,4,Bellary (Big Onion), 1, 38 to 40,2017-10-23
5,5,Beans 1st Quality, –, 60 to 70,2017-10-23
6,6,Beans 2nd Quality, 1, 55 to 65,2017-10-23
7,7,Carrot 1st Quality, 1, 45 to 50,2017-10-23
8,8,Carrot 2nd Quality, 1, 35 to 45,2017-10-23
9,9,Vendai Kai/Lady Finger, 1, 7,2017-10-23
10,10,Maram Murungai, 1, 100,2017-10-23
11,11,Chedi Murungai, 1, 90 to 70,2017-10-23
12,12,Avarai Ottu, 1, 40 to 50,2017-10-23
13,13,Pachai Payaru, 1, 22,2017-10-23
14,14,Vellai Payaru, 1, 30,2017-10-23
15,15,Suraikai, 1, 5,2017-10-23
16,16,Beetroot, 1, 28 to 30,2017-10-23
17,17,Sunami Sambar, 1, 8,2017-10-23
18,18,Pusanikai, 1, 8 to 9,2017-10-23
19,19,Kalla Manga/Mango, 1, 60 to 65,2017-10-23
20,20,Orutu Manga/Mango, 1, 50,2017-10-23
21,21,Potato 1st Quality, 1, 10,2017-10-23
22,22,Potato 2nd Quality, 1, –,2017-10-23
23,23,Coconut 1st Quality, –, 42,2017-10-23
24,24,Coconut 2nd Quality, –, 35,2017-10-23
25,25,Green Chilli, 1, 40 to 37,2017-10-23
26,26,Cauliflower 1st Quality, –, 25 to 30,2017-10-23
27,27,Cauliflower 2nd Quality, –, 20 to 25,2017-10-23
28,28,Katharikai Pachai, 1, 20,2017-10-23
29,29,Katharikai ootha, 1, 40,2017-10-23
30,30,Valai Thar, –, 24 to 26,2017-10-23
31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-23
32,32,Pudalangai/Snake gourd 1st Quality, 1, 10,2017-10-23
33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-10-23
34,34,Kothamalli 1st Quality, 1 kattu, 150,2017-10-23
35,35,Kothamalli 2nd Quality, 1 kattu, 160,2017-10-23
36,36,Mullangi 1st Quality, 1, 30 to 40,2017-10-23
37,37,Mullangi 2nd Quality, 1, 30 to 40,2017-10-23
38,38,Inji/Ginger, 1, 40,2017-10-23
39,39,Butter Beans, 1, 125,2017-10-23
40,40,Mutta Kose, 1, 32 to 40,2017-10-23
41,41,Pachai Pattani, 1, 150 to. 160,2017-10-23
42,42,Pakarkai, 1, 19,2017-10-23
43,43,Nookal, 1, 30,2017-10-23
44,44,Chaw Chaw, 1, 7,2017-10-23
45,45,Kovakkai, 1, 30,2017-10-23
46,46,Kothavarangai, 1, 12,2017-10-23
47,47,Nellikai, 1, 25 to 30,2017-10-23
48,48,Narthangai, 1, 25 to 30,2017-10-23
49,49,Vellarikai, 1, 23,2017-10-23
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-23
1,1,1,Tomato/தக்காளி 1st Quality,1, 25 to 30,2017-11-23
2,2,2,Tomato/தக்காளி 2nd Quality,1, 20 to 25,2017-11-23
3,3,3,Small Onion/சிறிய வெங்காயம்,1, 120 to 130,2017-11-23
4,4,4,Bellary/பெல்லாரி,1, 40 to 42,2017-11-23
5,5,5,Beans/பீன்ஸ் 1st Quality,1, 12 to 15,2017-11-23
6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 10,2017-11-23
7,7,7,Carrot/கேரட் 1st Quality,1, 45 to 50,2017-11-23
8,8,8,Carrot/கேரட் 2nd Quality,1, 40 to 45,2017-11-23
9,9,9,Lady Finger/வெண்டைக்காய்,1, 5,2017-11-23
10,10,10,Tree Drumstick/மரம் முருங்கை,1, 40,2017-11-23
11,11,11,Plant Drumstick/செடி முருங்கை,1, 70,2017-11-23
12,12,12,Beans/அவரை ஒட்டு,1, 13,2017-11-23
13,13,13,Green Pulses/பச்சை பயிறு,1, 8,2017-11-23
14,14,14,White Pulses/வெள்ளை பயிறு,1, 10,2017-11-23
15,15,15,Zucchini/சுரைக்காய்,1, 2,2017-11-23
16,16,16,Beetroot/பீட்ரூட்,1, 20,2017-11-23
17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 3 to 4,2017-11-23
18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 4 to 5,2017-11-23
19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 105,2017-11-23
20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 70 to 80,2017-11-23
21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 10 to 15,2017-11-23
22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-11-23
23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 45,2017-11-23
24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-11-23
25,25,25,Green Chilli/பச்சை மிளகாய்,1, 20 to 25,2017-11-23
26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 25,2017-11-23
27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 20,2017-11-23
28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 12,2017-11-23
29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 15,2017-11-23
30,30,30,Banana Thar/வாழை தார்,1, 24,2017-11-23
31,31,31,Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2017-11-23
32,32,32,Gourd/புடலங்காய் 1st Quality,1, 4.50,2017-11-23
33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-11-23
34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 15 to 20,2017-11-23
35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, 10 to 15,2017-11-23
36,36,36,Radish/முள்ளங்கி 1st Quality,1, 40 to 45,2017-11-23
37,37,37,Radish/முள்ளங்கி 2nd Quality,1, 35 to 40,2017-11-23
38,38,38,Ginger/இஞ்சி,1, 23 to 30,2017-11-23
39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 140 to 170,2017-11-23
40,40,40,Cabbage/முட்டை கோஸ்,1, 48 to 50,2017-11-23
41,41,41,Green Peas/பச்சை பட்டாணி,1, 140 to 150,2017-11-23
42,42,42,Bitter Gourd/பாகற்காய்,1, 13,2017-11-23
43,43,43,Nookal/நூக்கல்,1, 30 to 35,2017-11-23
44,44,44,Chaw Chaw/சவ்சவ்,1, 7 to 8,2017-11-23
45,45,45,Kovakkai/கோவக்காய்,1, 26,2017-11-23
46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 9 to 10,2017-11-23
47,47,47,Gooseberry/நெல்லிக்காய்,1, 27,2017-11-23
48,48,48,Narthangai/நார்த்தங்காய்,1, 20,2017-11-23
49,49,49,Cucumber/வெள்ளரிக்காய்,1, 28,2017-11-23
50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 130,2017-11-23
51,51,51,Gourd/பீர்க்கங்காய்,1, 15,2017-11-23
52,52,52,Small Tuber/சிறு கிழங்கு,1, 35,2017-11-23
53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 30,2017-11-23
54,54,54,Soya beans/சோயா பீன்ஸ்,1, 100 to 130,2017-11-23
55,55,55,Butter Soya/பட்டர் சோயா,1, –,2017-11-23
56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 40 to 45,2017-11-23
57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 35 to 40,2017-11-23
58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 35,2017-11-23
59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 40,2017-11-23
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Belt Beans / Avarai Belt, 1, 30,2017-1-2
1,1,1,Beans Kolee / Avarai Kolee, 1, 30,2017-1-2
2,2,2,Avarai ottu, 1, –,2017-1-2
3,3,3,Beans, 1, 35,2017-1-2
4,4,4,Beetroot, 1, 8,2017-1-2
5,5,5,Bellary / Big Onion, 1, 17,2017-1-2
6,6,6,Cauliflower, 1 Flower, 18,2017-1-2
7,7,7,Small Onion / Chinna Vengayam, 1, 15,2017-1-2
8,8,8,Chaw Chaw, 1, 12,2017-1-2
9,9,9,Disco Brinjal / Kaththari kai Disco, 1, 17,2017-1-2
10,10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2017-1-2
11,11,11,Cluster Beans / Kothavarai, 1, 17,2017-1-2
12,12,12,Samba Chilli / Milagai Samba, 1, 25,2017-1-2
13,13,13,Round Chilli / Milagai Urundai, 1, 40,2017-1-2
14,14,14,Radish / Mullangi, 1, 7,2017-1-2
15,15,15,Drumstick / Murungai Chedi, 1, 80,2017-1-2
16,16,16,Drumstick / Murungai Maram, 1, 60,2017-1-2
17,17,17,Nelli Kai, 1, 23,2017-1-2
18,18,18,Bitter Gourd / Pakar kai, 1, –,2017-1-2
19,19,19,Perkangkai, 1, 17,2017-1-2
20,20,20,Snake Guard / Pudalai, 1, 8,2017-1-2
21,21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2017-1-2
22,22,22,Sambar Vellari, 1, 5,2017-1-2
23,23,23,Bottle gourd / Suraikai, 1, 5,2017-1-2
24,24,24,Tomato / Thakkali, 1, 8,2017-1-2
25,25,25,Thatta payaru, 1, 30,2017-1-2
26,26,26,Lady’s Finger / Venda Kai, 1, 15,2017-1-2
27,27,27,Lemon / Elumbichai, 1, 20,2017-1-2
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon/எலுமிச்சை,1, 20 to 30,2017-12-23
1,1,1,Tomato/தக்காளி 1st Quality,1, 5 to 8,2017-12-23
2,2,2,Tomato/தக்காளி 2nd Quality,1, –,2017-12-23
3,3,3,Small Onion/சிறிய வெங்காயம்,1, 90 to  100,2017-12-23
4,4,4,Bellary/பெல்லாரி,1, 40 to 45,2017-12-23
5,5,5,Beans/பீன்ஸ் 1st Quality,1, 20 to 30,2017-12-23
6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 15 to 25,2017-12-23
7,7,7,Carrot/கேரட் 1st Quality,1, 40 to 55,2017-12-23
8,8,8,Carrot to 55/கேரட் 2nd Quality,1, 35 to 50,2017-12-23
9,9,9,Lady Finger/வெண்டைக்காய்,1, 12,2017-12-23
10,10,10,Tree Drumstick/மரம் முருங்கை,1, –,2017-12-23
11,11,11,Plant Drumstick/முருங்கை,1, 100 to 110,2017-12-23
12,12,12,Beans/அவரை ஒட்டு,1, 15,2017-12-23
13,13,13,Green Pulses/பச்சை பயிறு,1, 14,2017-12-23
14,14,14,White Pulses/வெள்ளை பயிறு,1, 16,2017-12-23
15,15,15,Zucchini/சுரைக்காய்,1, 3 .50,2017-12-23
16,16,16,Beetroot/பீட்ரூட்,1, 12,2017-12-23
17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2 to 3,2017-12-23
18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3 to 4,2017-12-23
19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 85 to 95,2017-12-23
20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 75,2017-12-23
21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 12 to 18,2017-12-23
22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-12-23
23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 45,2017-12-23
24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-12-23
25,25,25,Green Chilli/பச்சை மிளகாய்,1, 8 to 12,2017-12-23
26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 15 to 20,2017-12-23
27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 10 to 15,2017-12-23
28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 20,2017-12-23
29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 10,2017-12-23
30,30,30,Banana Thar/வாழை தார்,1, 20 to 24,2017-12-23
31,31,31,Curry Leaves/கறிவேப்பிலை,1, 15 to 20,2017-12-23
32,32,32,Gourd/புடலங்காய் 1st Quality,1, 8,2017-12-23
33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-23
34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 6 to 8,2017-12-23
35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-12-23
36,36,36,Radish/முள்ளங்கி 1st Quality,1, 10 to 15,2017-12-23
37,37,37,Radish/முள்ளங்கி 2nd Quality,1, –,2017-12-23
38,38,38,Ginger/இஞ்சி,1, 20 to 25,2017-12-23
39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 100,2017-12-23
40,40,40,Cabbage/முட்டை கோஸ்,1, 15 to 20,2017-12-23
41,41,41,Green Peas/பச்சை பட்டாணி,1, 60 to 70,2017-12-23
42,42,42,Bitter Gourd/பாகற்காய்,1, 12 to 14,2017-12-23
43,43,43,Nookal/நூக்கல்,1, 15 to 20,2017-12-23
44,44,44,Chaw Chaw/சவ்சவ்,1, 7,2017-12-23
45,45,45,Kovakkai/கோவக்காய்,1, 30,2017-12-23
46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 20 to 24,2017-12-23
47,47,47,Gooseberry/நெல்லிக்காய்,1, 35 to 40,2017-12-23
48,48,48,Narthangai/நார்த்தங்காய்,1, 20 to 25,2017-12-23
49,49,49,Cucumber/வெள்ளரிக்காய்,1, 17,2017-12-23
50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 120,2017-12-23
51,51,51,Gourd/பீர்க்கங்காய்,1, 15 to 20,2017-12-23
52,52,52,Small Tuber/சிறு கிழங்கு,1, 30 to 35,2017-12-23
53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 30 to 35,2017-12-23
54,54,54,Soya beans/சோயா பீன்ஸ்,1, 90,2017-12-23
55,55,55,Butter Soya/பட்டர் சோயா,1, 90,2017-12-23
56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 25 to 30,2017-12-23
57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 20 to 25,2017-12-23
58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 20,2017-12-23
59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 30,2017-12-23
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 60,2017- 3-2
1,1,1,Tomato/Thakkali 1st Quality, 1, 25 to 30,2017- 3-2
2,2,2,Tomato/Thakkali 2nd Quality, 1, 20 to 25,2017- 3-2
3,3,3,Small Onion, 1, 56 to 65,2017- 3-2
4,4,4,Bellary (Big Onion), 1, 12 to 15,2017- 3-2
5,5,5,Beans 1st Quality, –, 45 to 50,2017- 3-2
6,6,6,Beans 2nd Quality, 1, 40 to 45,2017- 3-2
7,7,7,Carrot 1st Quality, 1, 15,2017- 3-2
8,8,8,Carrot 2nd Quality, 1, 10,2017- 3-2
9,9,9,Vendai Kai/Lady Finger, 1, 49,2017- 3-2
10,10,10,Maram Murungai, 1, 6 to 7,2017- 3-2
11,11,11,Chedi Murungai, 1, 8,2017- 3-2
12,12,12,Avarai Ottu, 1, 35,2017- 3-2
13,13,13,Pachai Payaru, 1, 25,2017- 3-2
14,14,14,Vellai Payaru, 1, 35,2017- 3-2
15,15,15,Suraikai, 1, 8,2017- 3-2
16,16,16,Beetroot, 1, 13,2017- 3-2
17,17,17,Sunami Sambar, 1, 20,2017- 3-2
18,18,18,Pusanikai, 1, 13,2017- 3-2
19,19,19,Kalla Manga/Mango, 1, 22,2017- 3-2
20,20,20,Orutu Manga/Mango, 1, 15 to 17,2017- 3-2
21,21,21,Potato 1st Quality, 1, 12 to 18,2017- 3-2
22,22,22,Potato 2nd Quality, 1, 7 to 13,2017- 3-2
23,23,23,Coconut 1st Quality, –, 25,2017- 3-2
24,24,24,Coconut 2nd Quality, –, 20,2017- 3-2
25,25,25,Green Chilli, 1, 11 to 35,2017- 3-2
26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017- 3-2
27,27,27,Cauliflower 2nd Quality, –, 15 to20,2017- 3-2
28,28,28,Katharikai Pachai, 1, 40 to 50,2017- 3-2
29,29,29,Katharikai ootha, 1, 30,2017- 3-2
30,30,30,Valai Thar, –, 25,2017- 3-2
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017- 3-2
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 15 to 17,2017- 3-2
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 10 to 12,2017- 3-2
34,34,34,Kothamalli 1st Quality, 1 kattu, 12,2017- 3-2
35,35,35,Kothamalli 2nd Quality, 1 kattu, 10,2017- 3-2
36,36,36,Mullangi 1st Quality, 1, 12,2017- 3-2
37,37,37,Mullangi 2nd Quality, 1, 10,2017- 3-2
38,38,38,Inji/Ginger, 1, 25,2017- 3-2
39,39,39,Butter Beans, 1, 150,2017- 3-2
40,40,40,Mutta Kose, 1, 8 to 10,2017- 3-2
41,41,41,Pachai Pattani, 1, 25,2017- 3-2
42,42,42,Pakarkai, 1, 35,2017- 3-2
43,43,43,Nookal, 1, 20,2017- 3-2
44,44,44,Chaw Chaw, 1, 25,2017- 3-2
45,45,45,Kovakkai, 1, 17 to 20,2017- 3-2
46,46,46,Kothavarangai, 1, 40,2017- 3-2
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 30 to 35,2017-2-2
1,1,1,Tomato/Thakkali 1st Quality, 1, 20,2017-2-2
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15,2017-2-2
3,3,3,Small Onion, 1, 40 to 45,2017-2-2
4,4,4,Bellary (Big Onion), 1, 12 to 15,2017-2-2
5,5,5,Beans 1st Quality, –, 40 to 50,2017-2-2
6,6,6,Beans 2nd Quality, 1, 35 to 45,2017-2-2
7,7,7,Carrot 1st Quality, 1, 15,2017-2-2
8,8,8,Carrot 2nd Quality, 1, 12,2017-2-2
9,9,9,Vendai Kai/Lady Finger, 1, 50,2017-2-2
10,10,10,Maram Murungai, 1, 10,2017-2-2
