Commodity, Weight in Kg, Price in Rs,Date
Banana stem / Vala Thandu, 1, 10,2016-03-17
Banana Flower / Vala Poo, 1, 8,2016-03-17
Curry leaves / Karu Vepilai, 1, 30,2016-03-17
Coriander leaves / Malli Ilai, 1, 15,2016-03-17
Mint / Puthina, 1, 20,2016-03-17
Greens Leaves / Keerai Kattu, 1, 10,2016-03-17
Garlic / Poondu, 1, –,2016-03-17
Button Mushrooms / Button Kaalan, 1, 180,2016-03-17
Papaya / Papali, 1, 20,2016-03-17
Sav Sav, 1, 14,2016-03-17
Sapotta, 1, –,2016-03-17
Field bean / Mochai, 1, 40,2016-03-17
Brinjal / Kathari, 1, 80,2016-01-02
Tomotto ottu / Thakkali Ottu, 1, 40,2016-01-02
Lady’s Finger / Venda Kai, 1, 36,2016-01-02
Snake Guard / Pudalai, 1, 30,2016-01-02
Bitter Gourd / Pakar kai, 1, 40,2016-01-02
Bottle gourd / Sura kai, 1, 14,2016-01-02
Pumpkin / Pusani kai, 1, 16,2016-01-02
Beans / Avarai Kai, 1, 48,2016-01-02
Cluster Beans / Kothavarai, 1, 34,2016-01-02
Red Chilies / Kundu Milagai, 1, 70,2016-01-02
Small Onion / Chinna Vengayam, 1, 26,2016-01-02
Big Onion / Pallari, 1, 30,2016-01-02
Ginger / Inji, 1, –,2016-01-02
Potato / Urulai Kelangu, 1, 26,2016-01-02
Radish / Mulangi, 1, 30,2016-01-02
Mango / Maa, 1, –,2016-01-02
Cabbage / Mutta Kose, 1, 24,2016-01-02
Carrot, 1, 54,2016-01-02
Beetroot, 1, 30,2016-01-02
Soya Beans, 1, 80,2016-01-02
Drumstick Beans / Murungai Beans, 1, 60,2016-01-02
Butter beans, 1, –,2016-01-02
Banana nut / Vala kai, 1 piece, 4,2016-01-02
Banana stem / Vala Thandu, 1, 10,2016-01-02
Banana Flower / Vala Poo, 1, 10,2016-01-02
Curry leaves / Karu Vepilai, 1, 15,2016-01-02
Coriander leaves / Malli Ilai, 1, 20,2016-01-02
Mint / Puthina, 1, 30,2016-01-02
Greens Leaves / Keerai Kattu, 1, 12,2016-01-02
Garlic / Poondu, 1, –,2016-01-02
Button Mushrooms / Button Kaalan, 1, 180,2016-01-02
Papaya / Papali, 1, 20,2016-01-02
Sav Sav, 1, 30,2016-01-02
Sapotta, 1, 20,2016-01-02
Brinjal / Kathari, 1, 28,2016-04-06
Tomotto ottu / Thakkali Ottu, 1, 10,2016-04-06
Lady’s Finger / Venda Kai, 1, 18,2016-04-06
Snake Guard / Pudalai, 1, 17,2016-04-06
Bitter Gourd / Pakar kai, 1, 18,2016-04-06
Bottle gourd / Sura kai, 1, 6,2016-04-06
Pumpkin / Pusani kai, 1, 14,2016-04-06
Beans / Avarai Kai, 1, 36,2016-04-06
Cluster Beans / Kothavarai, 1, 14,2016-04-06
Red Chilies / Kundu Milagai, 1, 45,2016-04-06
Small Onion / Chinna Vengayam, 1, 24,2016-04-06
Big Onion / Pallari, 1, 18,2016-04-06
Ginger / Inji, 1, –,2016-04-06
Potato / Urulai Kelangu, 1, 26,2016-04-06
Radish / Mulangi, 1, 15,2016-04-06
Mango / Maa, 1, –,2016-04-06
Cabbage / Mutta Kose, 1, 14,2016-04-06
Carrot, 1, 36,2016-04-06
Beetroot, 1, 24,2016-04-06
Soya Beans, 1, 100,2016-04-06
Drumstick Beans / Murungai Beans, 1, 48,2016-04-06
Butter beans, 1, –,2016-04-06
Banana nut / Vala kai, 1 piece, 3,2016-04-06
Banana stem / Vala Thandu, 1, 10,2016-04-06
Banana Flower / Vala Poo, 1, 12,2016-04-06
Curry leaves / Karu Vepilai, 1, 40,2016-04-06
Coriander leaves / Malli Ilai, 1, 25,2016-04-06
Mint / Puthina, 1, 15,2016-04-06
Greens Leaves / Keerai Kattu, 1, 12,2016-04-06
Garlic / Poondu, 1, –,2016-04-06
Button Mushrooms / Button Kaalan, 1, 200,2016-04-06
Papaya / Papali, 1, 22,2016-04-06
Sav Sav, 1, 26,2016-04-06
Sapotta, 1, –,2016-04-06
Field bean / Mochai, 1, 55,2016-04-06
Brinjal / Kathari, 1, 38,2016-12-18
Tomotto ottu / Thakkali Ottu, 1, 7,2016-12-18
Lady’s Finger / Venda Kai, 1, 18,2016-12-18
Snake Guard / Pudalai, 1, 14,2016-12-18
Bitter Gourd / Pakar kai, 1, 24,2016-12-18
Bottle gourd / Sura kai, 1, 8,2016-12-18
Pumpkin / Pusani kai, 1, 20,2016-12-18
Beans / Avarai Kai, 1, 28,2016-12-18
Cluster Beans / Kothavarai, 1, 16,2016-12-18
Red Chilies / Kundu Milagai, 1, 26,2016-12-18
Small Onion / Chinna Vengayam, 1, 28,2016-12-18
Big Onion / Pallari, 1, 18,2016-12-18
Ginger / Inji, 1, –,2016-12-18
Potato / Urulai Kelangu, 1, 28,2016-12-18
Radish / Mulangi, 1, 14,2016-12-18
Mango / Maa, 1, –,2016-12-18
Cabbage / Mutta Kose, 1, 16,2016-12-18
Carrot, 1, 20,2016-12-18
Beetroot, 1, 22,2016-12-18
Soya Beans, 1, 130,2016-12-18
Drumstick Beans / Murungai Beans, 1, 40,2016-12-18
Butter beans, 1, –,2016-12-18
Banana nut / Vala kai, 1 piece, 4,2016-12-18
Banana stem / Vala Thandu, 1, 10,2016-12-18
Banana Flower / Vala Poo, 1, 10,2016-12-18
Curry leaves / Karu Vepilai, 1, 20,2016-12-18
Coriander leaves / Malli Ilai, 1, 15,2016-12-18
Mint / Puthina, 1, 15,2016-12-18
Greens Leaves / Keerai Kattu, 1, 20,2016-12-18
Garlic / Poondu, 1, –,2016-12-18
Button Mushrooms / Button Kaalan, 1, –,2016-12-18
Papaya / Papali, 1, 20,2016-12-18
Sav Sav, 1, 20,2016-12-18
Sapotta, 1, –,2016-12-18
Puli / Tamarind, 1, 90,2016-12-18
Brinjal / Kathari, 1, 30,2016-12-04
Tomotto ottu / Thakkali Ottu, 1, 7,2016-12-04
Lady’s Finger / Venda Kai, 1, 18,2016-12-04
Snake Guard / Pudalai, 1, 14,2016-12-04
Bitter Gourd / Pakar kai, 1, 24,2016-12-04
Bottle gourd / Sura kai, 1, 8,2016-12-04
Pumpkin / Pusani kai, 1, 20,2016-12-04
Beans / Avarai Kai, 1, 28,2016-12-04
Cluster Beans / Kothavarai, 1, 20,2016-12-04
Red Chilies / Kundu Milagai, 1, 24,2016-12-04
Small Onion / Chinna Vengayam, 1, 22,2016-12-04
Big Onion / Pallari, 1, 18,2016-12-04
Ginger / Inji, 1, –,2016-12-04
Potato / Urulai Kelangu, 1, 30,2016-12-04
Radish / Mulangi, 1, 12,2016-12-04
Mango / Maa, 1, –,2016-12-04
Cabbage / Mutta Kose, 1, 16,2016-12-04
Carrot, 1, 24,2016-12-04
Beetroot, 1, 26,2016-12-04
Soya Beans, 1, 120,2016-12-04
Drumstick Beans / Murungai Beans, 1, 40,2016-12-04
Butter beans, 1, –,2016-12-04
Banana nut / Vala kai, 1 piece, 5,2016-12-04
Banana stem / Vala Thandu, 1, 10,2016-12-04
Banana Flower / Vala Poo, 1, 10,2016-12-04
Curry leaves / Karu Vepilai, 1, 20,2016-12-04
Coriander leaves / Malli Ilai, 1, 15,2016-12-04
Mint / Puthina, 1, 15,2016-12-04
Greens Leaves / Keerai Kattu, 1, 10,2016-12-04
Garlic / Poondu, 1, –,2016-12-04
Button Mushrooms / Button Kaalan, 1, –,2016-12-04
Papaya / Papali, 1, 25,2016-12-04
Sav Sav, 1, 20,2016-12-04
Sapotta, 1, –,2016-12-04
Puli / Tamarind, 1, 80,2016-12-04
Brinjal / Kathari, 1, 30,2016-04-03
Tomotto ottu / Thakkali Ottu, 1, 8,2016-04-03
Lady’s Finger / Venda Kai, 1, 12,2016-04-03
Snake Guard / Pudalai, 1, 14,2016-04-03
Bitter Gourd / Pakar kai, 1, 16,2016-04-03
Bottle gourd / Sura kai, 1, 8,2016-04-03
Pumpkin / Pusani kai, 1, 14,2016-04-03
Beans / Avarai Kai, 1, 32,2016-04-03
Cluster Beans / Kothavarai, 1, 14,2016-04-03
Red Chilies / Kundu Milagai, 1, 40,2016-04-03
Small Onion / Chinna Vengayam, 1, 24,2016-04-03
Big Onion / Pallari, 1, 18,2016-04-03
Ginger / Inji, 1, –,2016-04-03
Potato / Urulai Kelangu, 1, 26,2016-04-03
Radish / Mulangi, 1, 12,2016-04-03
Mango / Maa, 1, –,2016-04-03
Cabbage / Mutta Kose, 1, 16,2016-04-03
Carrot, 1, 40,2016-04-03
Beetroot, 1, 20,2016-04-03
Soya Beans, 1, 90,2016-04-03
Drumstick Beans / Murungai Beans, 1, 56,2016-04-03
Butter beans, 1, –,2016-04-03
Banana nut / Vala kai, 1 piece, 3,2016-04-03
Banana stem / Vala Thandu, 1, 10,2016-04-03
Banana Flower / Vala Poo, 1, 10,2016-04-03
Curry leaves / Karu Vepilai, 1, 30,2016-04-03
Coriander leaves / Malli Ilai, 1, 24,2016-04-03
Mint / Puthina, 1, 20,2016-04-03
Greens Leaves / Keerai Kattu, 1, 12,2016-04-03
Garlic / Poondu, 1, –,2016-04-03
Button Mushrooms / Button Kaalan, 1, 200,2016-04-03
Papaya / Papali, 1, 20,2016-04-03
Sav Sav, 1, 26,2016-04-03
Sapotta, 1, –,2016-04-03
Field bean / Mochai, 1, 48,2016-04-03
Brinjal / Kathari, 1, 40,2016-06-21
Tomotto ottu / Thakkali Ottu, 1, 44,2016-06-21
Lady’s Finger / Venda Kai, 1, 30,2016-06-21
Snake Guard / Pudalai, 1, 18,2016-06-21
Bitter Gourd / Pakar kai, 1, 42,2016-06-21
Bottle gourd / Sura kai, 1, 10,2016-06-21
Pumpkin / Pusani kai, 1, 16,2016-06-21
Beans / Avarai Kai, 1, 70,2016-06-21
Cluster Beans / Kothavarai, 1, 22,2016-06-21
Red Chilies / Kundu Milagai, 1, 40,2016-06-21
Small Onion / Chinna Vengayam, 1, 40,2016-06-21
Big Onion / Pallari, 1, 18,2016-06-21
Ginger / Inji, 1, –,2016-06-21
Potato / Urulai Kelangu, 1, 30,2016-06-21
Radish / Mulangi, 1, 26,2016-06-21
Mango / Maa, 1, –,2016-06-21
Cabbage / Mutta Kose, 1, 34,2016-06-21
Carrot, 1, 40,2016-06-21
Beetroot, 1, 46,2016-06-21
Soya Beans, 1, 120,2016-06-21
Drumstick Beans / Murungai Beans, 1, 75,2016-06-21
Butter beans, 1, –,2016-06-21
Banana nut / Vala kai, 1 piece, 3,2016-06-21
Banana stem / Vala Thandu, 1, 10,2016-06-21
Banana Flower / Vala Poo, 1, 8,2016-06-21
Curry leaves / Karu Vepilai, 1, 20,2016-06-21
Coriander leaves / Malli Ilai, 1, 25,2016-06-21
Mint / Puthina, 1, 35,2016-06-21
Greens Leaves / Keerai Kattu, 1, 12,2016-06-21
Garlic / Poondu, 1, –,2016-06-21
Button Mushrooms / Button Kaalan, 1, 180,2016-06-21
Papaya / Papali, 1, 16,2016-06-21
Sav Sav, 1, 30,2016-06-21
Sapotta, 1, –,2016-06-21
Field bean / Mochai, 1, –,2016-06-21
Brinjal / Kathari, 1, 40,2016-09-27
Tomotto ottu / Thakkali Ottu, 1, 17,2016-09-27
Lady’s Finger / Venda Kai, 1, 18,2016-09-27
Snake Guard / Pudalai, 1, 20,2016-09-27
Bitter Gourd / Pakar kai, 1, 20,2016-09-27
Bottle gourd / Sura kai, 1, 8,2016-09-27
Pumpkin / Pusani kai, 1, 25,2016-09-27
Beans / Avarai Kai, 1, 36,2016-09-27
Cluster Beans / Kothavarai, 1, 16,2016-09-27
Red Chilies / Kundu Milagai, 1, 24,2016-09-27
Small Onion / Chinna Vengayam, 1, 20,2016-09-27
Big Onion / Pallari, 1, 18,2016-09-27
Ginger / Inji, 1, –,2016-09-27
Potato / Urulai Kelangu, 1, 30,2016-09-27
Radish / Mulangi, 1, 20,2016-09-27
Mango / Maa, 1, –,2016-09-27
Cabbage / Mutta Kose, 1, 18,2016-09-27
Carrot, 1, 38,2016-09-27
Beetroot, 1, 26,2016-09-27
Soya Beans, 1, 80,2016-09-27
Drumstick Beans / Murungai Beans, 1, 44,2016-09-27
Butter beans, 1, –,2016-09-27
Banana nut / Vala kai, 1 piece, 4,2016-09-27
Banana stem / Vala Thandu, 1, 10,2016-09-27
Banana Flower / Vala Poo, 1, 10,2016-09-27
Curry leaves / Karu Vepilai, 1, 20,2016-09-27
Coriander leaves / Malli Ilai, 1, 20,2016-09-27
Mint / Puthina, 1, 20,2016-09-27
Greens Leaves / Keerai Kattu, 1, 12,2016-09-27
Garlic / Poondu, 1, –,2016-09-27
Button Mushrooms / Button Kaalan, 1, –,2016-09-27
Papaya / Papali, 1, 25,2016-09-27
Sav Sav, 1, 26,2016-09-27
Sapotta, 1, –,2016-09-27
Puli / Tamarind, 1, 80,2016-09-27
Brinjal / Kathari, 1, 36,2016-11-18
Tomotto ottu / Thakkali Ottu, 1, 7,2016-11-18
Lady’s Finger / Venda Kai, 1, 20,2016-11-18
Snake Guard / Pudalai, 1, 16,2016-11-18
Bitter Gourd / Pakar kai, 1, 24,2016-11-18
Bottle gourd / Sura kai, 1, 8,2016-11-18
Pumpkin / Pusani kai, 1, 20,2016-11-18
Beans / Avarai Kai, 1, 36,2016-11-18
Cluster Beans / Kothavarai, 1, 20,2016-11-18
Red Chilies / Kundu Milagai, 1, 28,2016-11-18
Small Onion / Chinna Vengayam, 1, 26,2016-11-18
Big Onion / Pallari, 1, 18,2016-11-18
Ginger / Inji, 1, –,2016-11-18
Potato / Urulai Kelangu, 1, 30,2016-11-18
Radish / Mulangi, 1, 16,2016-11-18
Mango / Maa, 1, –,2016-11-18
Cabbage / Mutta Kose, 1, 20,2016-11-18
Carrot, 1, 36,2016-11-18
Beetroot, 1, 30,2016-11-18
Soya Beans, 1, 120,2016-11-18
Drumstick Beans / Murungai Beans, 1, 40,2016-11-18
Butter beans, 1, –,2016-11-18
Banana nut / Vala kai, 1 piece, 4,2016-11-18
Banana stem / Vala Thandu, 1, 10,2016-11-18
Banana Flower / Vala Poo, 1, 10,2016-11-18
Curry leaves / Karu Vepilai, 1, 20,2016-11-18
Coriander leaves / Malli Ilai, 1, 15,2016-11-18
Mint / Puthina, 1, 15,2016-11-18
Greens Leaves / Keerai Kattu, 1, 12,2016-11-18
Garlic / Poondu, 1, –,2016-11-18
Button Mushrooms / Button Kaalan, 1, –,2016-11-18
Papaya / Papali, 1, 20,2016-11-18
Sav Sav, 1, 26,2016-11-18
Sapotta, 1, –,2016-11-18
Puli / Tamarind, 1, 90,2016-11-18
Brinjal / Kathari, 1, 34,2016-05-10
Tomotto ottu / Thakkali Ottu, 1, 32,2016-05-10
Lady’s Finger / Venda Kai, 1, 34,2016-05-10
Snake Guard / Pudalai, 1, 30,2016-05-10
Bitter Gourd / Pakar kai, 1, 28,2016-05-10
Bottle gourd / Sura kai, 1, 10,2016-05-10
Pumpkin / Pusani kai, 1, 18,2016-05-10
Beans / Avarai Kai, 1, 76,2016-05-10
Cluster Beans / Kothavarai, 1, 20,2016-05-10
Red Chilies / Kundu Milagai, 1, 65,2016-05-10
Small Onion / Chinna Vengayam, 1, 32,2016-05-10
Big Onion / Pallari, 1, 16,2016-05-10
Ginger / Inji, 1, –,2016-05-10
Potato / Urulai Kelangu, 1, 28,2016-05-10
Radish / Mulangi, 1, 24,2016-05-10
Mango / Maa, 1, –,2016-05-10
Cabbage / Mutta Kose, 1, 24,2016-05-10
Carrot, 1, 42,2016-05-10
Beetroot, 1, 36,2016-05-10
Soya Beans, 1, 100,2016-05-10
Drumstick Beans / Murungai Beans, 1, 65,2016-05-10
Butter beans, 1, –,2016-05-10
Banana nut / Vala kai, 1 piece, 3,2016-05-10
Banana stem / Vala Thandu, 1, 8,2016-05-10
Banana Flower / Vala Poo, 1, 10,2016-05-10
Curry leaves / Karu Vepilai, 1, 30,2016-05-10
Coriander leaves / Malli Ilai, 1, 45,2016-05-10
Mint / Puthina, 1, 35,2016-05-10
Greens Leaves / Keerai Kattu, 1, 12,2016-05-10
Garlic / Poondu, 1, –,2016-05-10
Button Mushrooms / Button Kaalan, 1, 200,2016-05-10
Papaya / Papali, 1, 18,2016-05-10
Sav Sav, 1, 38,2016-05-10
Sapotta, 1, –,2016-05-10
Field bean / Mochai, 1, –,2016-05-10
Brinjal / Kathari, 1, 60,2016-02-14
Tomotto ottu / Thakkali Ottu, 1, 6,2016-02-14
Lady’s Finger / Venda Kai, 1, 24,2016-02-14
Snake Guard / Pudalai, 1, 16,2016-02-14
Bitter Gourd / Pakar kai, 1, 20,2016-02-14
Bottle gourd / Sura kai, 1, 8,2016-02-14
Pumpkin / Pusani kai, 1, 14,2016-02-14
Beans / Avarai Kai, 1, 34,2016-02-14
Cluster Beans / Kothavarai, 1, 20,2016-02-14
Red Chilies / Kundu Milagai, 1, 36,2016-02-14
Small Onion / Chinna Vengayam, 1, 26,2016-02-14
Big Onion / Pallari, 1, 20,2016-02-14
Ginger / Inji, 1, –,2016-02-14
Potato / Urulai Kelangu, 1, 26,2016-02-14
Radish / Mulangi, 1, 8,2016-02-14
Mango / Maa, 1, –,2016-02-14
Cabbage / Mutta Kose, 1, 16,2016-02-14
Carrot, 1, 40,2016-02-14
Beetroot, 1, 30,2016-02-14
Soya Beans, 1, 120,2016-02-14
Drumstick Beans / Murungai Beans, 1, 50,2016-02-14
Butter beans, 1, –,2016-02-14
Banana nut / Vala kai, 1 piece, 4,2016-02-14
Banana stem / Vala Thandu, 1, 8,2016-02-14
Banana Flower / Vala Poo, 1, 6,2016-02-14
Curry leaves / Karu Vepilai, 1, 30,2016-02-14
Coriander leaves / Malli Ilai, 1, 10,2016-02-14
Mint / Puthina, 1, 20,2016-02-14
Greens Leaves / Keerai Kattu, 1, 12,2016-02-14
Garlic / Poondu, 1, –,2016-02-14
Button Mushrooms / Button Kaalan, 1, 180,2016-02-14
Papaya / Papali, 1, 18,2016-02-14
Sav Sav, 1, 16,2016-02-14
Sapotta, 1, 20,2016-02-14
Field bean / Mochai, 1, 34,2016-02-14
Brinjal / Kathari, 1, 28,2016-08-03
Tomotto ottu / Thakkali Ottu, 1, 14,2016-08-03
Lady’s Finger / Venda Kai, 1, 14,2016-08-03
Snake Guard / Pudalai, 1, 18,2016-08-03
Bitter Gourd / Pakar kai, 1, 32,2016-08-03
Bottle gourd / Sura kai, 1, 7,2016-08-03
Pumpkin / Pusani kai, 1, 16,2016-08-03
Beans / Avarai Kai, 1, 36,2016-08-03
Cluster Beans / Kothavarai, 1, 14,2016-08-03
Red Chilies / Kundu Milagai, 1, 55,2016-08-03
Small Onion / Chinna Vengayam, 1, 20,2016-08-03
Big Onion / Pallari, 1, 18,2016-08-03
Ginger / Inji, 1, –,2016-08-03
Potato / Urulai Kelangu, 1, 35,2016-08-03
Radish / Mulangi, 1, 14,2016-08-03
Mango / Maa, 1, –,2016-08-03
Cabbage / Mutta Kose, 1, 30,2016-08-03
Carrot, 1, 44,2016-08-03
Beetroot, 1, 32,2016-08-03
Soya Beans, 1, 90,2016-08-03
Drumstick Beans / Murungai Beans, 1, 30,2016-08-03
Butter beans, 1, –,2016-08-03
Banana nut / Vala kai, 1 piece, 4,2016-08-03
Banana stem / Vala Thandu, 1, 10,2016-08-03
Banana Flower / Vala Poo, 1, 10,2016-08-03
Curry leaves / Karu Vepilai, 1, 20,2016-08-03
Coriander leaves / Malli Ilai, 1, 10,2016-08-03
Mint / Puthina, 1, 25,2016-08-03
Greens Leaves / Keerai Kattu, 1, 10,2016-08-03
Garlic / Poondu, 1, –,2016-08-03
Button Mushrooms / Button Kaalan, 1, 200,2016-08-03
Papaya / Papali, 1, 20,2016-08-03
Sav Sav, 1, 26,2016-08-03
Sapotta, 1, –,2016-08-03
Field bean / Mochai, 1, –,2016-08-03
Brinjal / Kathari, 1, 40,2016-07-24
Tomotto ottu / Thakkali Ottu, 1, 16,2016-07-24
Lady’s Finger / Venda Kai, 1, 18,2016-07-24
Snake Guard / Pudalai, 1, 16,2016-07-24
Bitter Gourd / Pakar kai, 1, 40,2016-07-24
Bottle gourd / Sura kai, 1, 8,2016-07-24
Pumpkin / Pusani kai, 1, 16,2016-07-24
Beans / Avarai Kai, 1, 44,2016-07-24
Cluster Beans / Kothavarai, 1, 14,2016-07-24
Red Chilies / Kundu Milagai, 1, 40,2016-07-24
Small Onion / Chinna Vengayam, 1, 20,2016-07-24
Big Onion / Pallari, 1, 18,2016-07-24
Ginger / Inji, 1, –,2016-07-24
Potato / Urulai Kelangu, 1, 28,2016-07-24
Radish / Mulangi, 1, 16,2016-07-24
Mango / Maa, 1, –,2016-07-24
Cabbage / Mutta Kose, 1, 30,2016-07-24
Carrot, 1, 44,2016-07-24
Beetroot, 1, 40,2016-07-24
Soya Beans, 1, 90,2016-07-24
Drumstick Beans / Murungai Beans, 1, 30,2016-07-24
Butter beans, 1, –,2016-07-24
Banana nut / Vala kai, 1 piece, 4,2016-07-24
Banana stem / Vala Thandu, 1, 10,2016-07-24
Banana Flower / Vala Poo, 1, 10,2016-07-24
Curry leaves / Karu Vepilai, 1, 20,2016-07-24
Coriander leaves / Malli Ilai, 1, 10,2016-07-24
Mint / Puthina, 1, 20,2016-07-24
Greens Leaves / Keerai Kattu, 1, 10,2016-07-24
Garlic / Poondu, 1, –,2016-07-24
Button Mushrooms / Button Kaalan, 1, 200,2016-07-24
Papaya / Papali, 1, 20,2016-07-24
Sav Sav, 1, 24,2016-07-24
Sapotta, 1, –,2016-07-24
Field bean / Mochai, 1, –,2016-07-24
Brinjal / Kathari, 1, 24,2016-05-14
Tomotto ottu / Thakkali Ottu, 1, 36,2016-05-14
Lady’s Finger / Venda Kai, 1, 34,2016-05-14
Snake Guard / Pudalai, 1, 36,2016-05-14
Bitter Gourd / Pakar kai, 1, 33,2016-05-14
Bottle gourd / Sura kai, 1, 10,2016-05-14
Pumpkin / Pusani kai, 1, 16,2016-05-14
Beans / Avarai Kai, 1, 60,2016-05-14
Cluster Beans / Kothavarai, 1, 24,2016-05-14
Red Chilies / Kundu Milagai, 1, 60,2016-05-14
Small Onion / Chinna Vengayam, 1, 32,2016-05-14
Big Onion / Pallari, 1, 15,2016-05-14
Ginger / Inji, 1, –,2016-05-14
Potato / Urulai Kelangu, 1, 28,2016-05-14
Radish / Mulangi, 1, 24,2016-05-14
Mango / Maa, 1, –,2016-05-14
Cabbage / Mutta Kose, 1, 24,2016-05-14
Carrot, 1, 40,2016-05-14
Beetroot, 1, 36,2016-05-14
Soya Beans, 1, 110,2016-05-14
Drumstick Beans / Murungai Beans, 1, 65,2016-05-14
Butter beans, 1, –,2016-05-14
Banana nut / Vala kai, 1 piece, 3,2016-05-14
Banana stem / Vala Thandu, 1, 10,2016-05-14
Banana Flower / Vala Poo, 1, 10,2016-05-14
Curry leaves / Karu Vepilai, 1, 30,2016-05-14
Coriander leaves / Malli Ilai, 1, 50,2016-05-14
Mint / Puthina, 1, 35,2016-05-14
Greens Leaves / Keerai Kattu, 1, 12,2016-05-14
Garlic / Poondu, 1, –,2016-05-14
Button Mushrooms / Button Kaalan, 1, 200,2016-05-14
Papaya / Papali, 1, 15,2016-05-14
Sav Sav, 1, 30,2016-05-14
Sapotta, 1, –,2016-05-14
Field bean / Mochai, 1, –,2016-05-14
Brinjal / Kathari, 1, 36,2016-03-31
Tomotto ottu / Thakkali Ottu, 1, 10,2016-03-31
Lady’s Finger / Venda Kai, 1, 14,2016-03-31
Snake Guard / Pudalai, 1, 16,2016-03-31
Bitter Gourd / Pakar kai, 1, 18,2016-03-31
Bottle gourd / Sura kai, 1, 8,2016-03-31
Pumpkin / Pusani kai, 1, 14,2016-03-31
Beans / Avarai Kai, 1, 34,2016-03-31
Cluster Beans / Kothavarai, 1, 14,2016-03-31
Red Chilies / Kundu Milagai, 1, 40,2016-03-31
Small Onion / Chinna Vengayam, 1, 20,2016-03-31
Big Onion / Pallari, 1, 18,2016-03-31
Ginger / Inji, 1, –,2016-03-31
Potato / Urulai Kelangu, 1, 28,2016-03-31
Radish / Mulangi, 1, 12,2016-03-31
Mango / Maa, 1, –,2016-03-31
Cabbage / Mutta Kose, 1, 16,2016-03-31
Carrot, 1, 40,2016-03-31
Beetroot, 1, 20,2016-03-31
Soya Beans, 1, 90,2016-03-31
Drumstick Beans / Murungai Beans, 1, 36,2016-03-31
Butter beans, 1, –,2016-03-31
Banana nut / Vala kai, 1 piece, 3,2016-03-31
Banana stem / Vala Thandu, 1, 10,2016-03-31
Banana Flower / Vala Poo, 1, 10,2016-03-31
Curry leaves / Karu Vepilai, 1, 30,2016-03-31
Coriander leaves / Malli Ilai, 1, 20,2016-03-31
Mint / Puthina, 1, 20,2016-03-31
Greens Leaves / Keerai Kattu, 1, 12,2016-03-31
Garlic / Poondu, 1, –,2016-03-31
Button Mushrooms / Button Kaalan, 1, 200,2016-03-31
Papaya / Papali, 1, 20,2016-03-31
Sav Sav, 1, 20,2016-03-31
Sapotta, 1, –,2016-03-31
Field bean / Mochai, 1, 48,2016-03-31
Brinjal / Kathari, 1, 40,2016-07-26
Tomotto ottu / Thakkali Ottu, 1, 16,2016-07-26
Lady’s Finger / Venda Kai, 1, 18,2016-07-26
Snake Guard / Pudalai, 1, 16,2016-07-26
Bitter Gourd / Pakar kai, 1, 40,2016-07-26
Bottle gourd / Sura kai, 1, 8,2016-07-26
Pumpkin / Pusani kai, 1, 16,2016-07-26
Beans / Avarai Kai, 1, 44,2016-07-26
Cluster Beans / Kothavarai, 1, 14,2016-07-26
Red Chilies / Kundu Milagai, 1, 40,2016-07-26
Small Onion / Chinna Vengayam, 1, 20,2016-07-26
Big Onion / Pallari, 1, 18,2016-07-26
Ginger / Inji, 1, –,2016-07-26
Potato / Urulai Kelangu, 1, 28,2016-07-26
Radish / Mulangi, 1, 16,2016-07-26
Mango / Maa, 1, –,2016-07-26
Cabbage / Mutta Kose, 1, 30,2016-07-26
Carrot, 1, 44,2016-07-26
Beetroot, 1, 40,2016-07-26
Soya Beans, 1, 90,2016-07-26
Drumstick Beans / Murungai Beans, 1, 30,2016-07-26
Butter beans, 1, –,2016-07-26
Banana nut / Vala kai, 1 piece, 4,2016-07-26
Banana stem / Vala Thandu, 1, 10,2016-07-26
Banana Flower / Vala Poo, 1, 10,2016-07-26
Curry leaves / Karu Vepilai, 1, 20,2016-07-26
Coriander leaves / Malli Ilai, 1, 10,2016-07-26
Mint / Puthina, 1, 20,2016-07-26
Greens Leaves / Keerai Kattu, 1, 10,2016-07-26
Garlic / Poondu, 1, –,2016-07-26
Button Mushrooms / Button Kaalan, 1, 200,2016-07-26
Papaya / Papali, 1, 20,2016-07-26
Sav Sav, 1, 24,2016-07-26
Sapotta, 1, –,2016-07-26
Field bean / Mochai, 1, –,2016-07-26
Brinjal / Kathari, 1, 28,2016-05-05
Tomotto ottu / Thakkali Ottu, 1, 32,2016-05-05
Lady’s Finger / Venda Kai, 1, 30,2016-05-05
Snake Guard / Pudalai, 1, 28,2016-05-05
Bitter Gourd / Pakar kai, 1, 28,2016-05-05
Bottle gourd / Sura kai, 1, 10,2016-05-05
Pumpkin / Pusani kai, 1, 16,2016-05-05
Beans / Avarai Kai, 1, 54,2016-05-05
Cluster Beans / Kothavarai, 1, 18,2016-05-05
Red Chilies / Kundu Milagai, 1, 50,2016-05-05
Small Onion / Chinna Vengayam, 1, 30,2016-05-05
Big Onion / Pallari, 1, 18,2016-05-05
Ginger / Inji, 1, –,2016-05-05
Potato / Urulai Kelangu, 1, 26,2016-05-05
Radish / Mulangi, 1, 22,2016-05-05
Mango / Maa, 1, –,2016-05-05
Cabbage / Mutta Kose, 1, 16,2016-05-05
Carrot, 1, 38,2016-05-05
Beetroot, 1, 46,2016-05-05
Soya Beans, 1, 100,2016-05-05
